"id"	"gender"	"gname"	"fname"	"postcode"	"age"	"occup"
"483"	"f"	"annabel"	"sebastyan"	2604	"d"	1
"484"	"f"	"brooke"	"rake"	2905	"f"	8
"485"	"f"	"india"	"di pinto"	2611	"j"	2
"486"	"f"	"kirra"	"hope"	2900	"s"	3
"487"	"m"	"phoenix"	"campbell"	2904	"h"	2
"488"	"m"	"jamie"	"eyre"	2602	"f"	2
"489"	"m"	"nicholas"	"campbell"	2607	"d"	2
"490"	"m"	"edward"	"clarke"	2902	"a"	3
"491"	"m"	"mitchell"	"boyle"	2603	"f"	5
"492"	"m"	"jacob"	"clarke"	2605	"g"	7
"493"	"m"	"cameron"	"jaudzems"	2905	"a"	8
"494"	"m"	"jake"	"berryman"	2612	"f"	2
"495"	"f"	"maddison"	"braunack"	2903	"f"	2
"496"	"m"	"jake"	"mason"	2615	"f"	2
"497"	"m"	"liam"	"calgie"	2615	"d"	6
"498"	"m"	"patrick"	"blacka"	2913	"f"	3
"499"	"f"	"hattie"	"lock"	2906	"s"	4
"500"	"m"	"jack"	"mercorella"	2614	"f"	2
"501"	"f"	"kelsey"	"haloulos"	2602	"g"	3
"502"	"f"	"vanessa"	"keville"	2611	"f"	2
"503"	"m"	"andrew"	"ho"	2615	"d"	7
"504"	"f"	"gabrielle"	"mukavec"	2617	"d"	2
"505"	"m"	"caleb"	"mahony"	2614	"h"	8
"506"	"m"	"james"	"riddell"	2617	"d"	2
"507"	"f"	"laura"	"ryan"	2611	"d"	4
"508"	"m"	"jack"	"caloghiris"	2605	"f"	2
"509"	"f"	"samantha"	"timbrell"	2615	"f"	3
"510"	"f"	"sidonie"	"grainger"	2607	"g"	1
"511"	"f"	"stephanie"	"jefferys"	2905	"k"	1
"512"	"f"	"zoe"	"le messurier"	2615	"g"	5
"513"	"f"	"teagan"	"mastin-smith"	2617	"d"	4
"514"	"f"	"louise"	"crook"	2602	"g"	8
"515"	"m"	"declan"	"painter"	2611	"g"	8
"516"	"f"	"keely"	"rundle"	2612	"j"	8
"517"	"m"	"finlay"	"tow"	2611	"g"	1
"518"	"f"	"abby"	"goode"	2611	"a"	3
"519"	"m"	"caleb"	"doy"	2614	"f"	1
"520"	"f"	"madeline"	"daimanti"	2906	"g"	4
"521"	"m"	"lachlan"	"snelling"	2902	"f"	8
"522"	"f"	"takara"	"parr"	2903	"f"	2
"523"	"m"	"samuel"	"white"	2614	"h"	5
"524"	"m"	"thomas"	"morrison"	2606	"d"	1
"525"	"m"	"alexander"	"burnell"	2617	"g"	2
"526"	"f"	"olivia"	"hoang"	2615	"f"	2
"527"	"f"	"stephanie"	"weidenhofer"	2617	"s"	3
"528"	"m"	"daniel"	"tadege"	2615	"g"	5
"529"	"m"	"joshua"	"coleman"	2905	"f"	6
"530"	"m"	"william"	"fitzpatrick"	2605	"s"	1
"531"	"f"	"hannah"	"clarke"	2617	"f"	1
"532"	"m"	"tommy"	"egan"	2605	"s"	5
"533"	"m"	"joel"	"petito"	2905	"h"	5
"534"	"f"	"chelsie"	"matthews"	2902	"g"	8
"535"	"f"	"sophie"	"mcphail"	2615	"s"	3
"536"	"f"	"hannah"	"lock"	2603	"j"	3
"537"	"f"	"melanie"	"white"	2604	"s"	3
"538"	"f"	"aleesha"	"miles"	2617	"s"	8
"539"	"m"	"liam"	"blake"	2913	"f"	7
"540"	"f"	"karli"	"collier"	2904	"f"	5
"541"	"m"	"liam"	"morrison"	2607	"d"	6
"542"	"m"	"benjamin"	"sherriff"	2607	"g"	2
"543"	"f"	"crystal"	"clarke"	2614	"j"	5
"544"	"f"	"juliana"	"orpwood"	2607	"g"	1
"545"	"m"	"braiden"	"white"	2607	"d"	5
"546"	"m"	"robin"	"thorpe"	2602	"d"	8
"547"	"m"	"steven"	"morra"	2617	"d"	8
"548"	"f"	"lily"	"mazurkiewicz"	2603	"f"	2
"549"	"m"	"wilson"	"vaccaro"	2904	"s"	8
"550"	"m"	"deakin"	"wasson"	2906	"h"	8
"551"	"m"	"jordan"	"abrahamson"	2904	"d"	8
"552"	"m"	"gus"	"vincent"	2617	"f"	5
"553"	"m"	"joshua"	"campbell"	2903	"k"	8
"554"	"m"	"jairus"	"eglinton"	2902	"g"	8
"555"	"m"	"alec"	"holme"	2612	"f"	2
"556"	"m"	"jake"	"meadows"	2902	"d"	2
"557"	"f"	"lily"	"charman"	2603	"d"	5
"558"	"m"	"jacob"	"leslie"	2906	"g"	2
"559"	"m"	"rohan"	"stevanja"	2602	"h"	2
"560"	"f"	"marianne"	"tiller"	2902	"f"	5
"561"	"f"	"harriet"	"markowski"	2913	"h"	2
"562"	"m"	"danjel"	"van boekel"	2906	"s"	4
"563"	"m"	"mitchell"	"stephenson"	2903	"h"	2
"564"	"m"	"andrew"	"dolan"	2607	"s"	4
"565"	"f"	"emiily"	"di narzo"	2906	"g"	3
"566"	"m"	"alexander"	"hyles"	2614	"g"	5
"567"	"f"	"ambrosia"	"carmody"	2902	"g"	4
"568"	"m"	"zachary"	"jervis"	2913	"g"	7
"569"	"f"	"paige"	"menzies"	2611	"d"	2
"570"	"m"	"mitchell"	"daish"	2905	"f"	3
"571"	"m"	"jordan"	"reid"	2600	"h"	6
"572"	"f"	"mikhaili"	"condo"	2913	"f"	7
"573"	"m"	"bailey"	"meaney"	2617	"j"	1
"574"	"m"	"david"	"mahony"	2606	"f"	6
"575"	"f"	"georgia"	"ryan"	2903	"d"	2
"576"	"f"	"rebecca"	"mercorella"	2905	"s"	3
"577"	"m"	"ka"	"fysh"	2604	"h"	2
"578"	"m"	"jakob"	"edson"	2914	"s"	4
"579"	"m"	"elki"	"clarke"	2617	"d"	1
"580"	"f"	"alyssa"	"mason"	2614	"g"	7
"581"	"f"	"annabelle"	"oaks"	2905	"j"	1
"582"	"m"	"wil"	"lowe"	2602	"j"	7
"583"	"f"	"roberta"	"wojciechowski"	2906	"f"	8
"584"	"m"	"konstantinos"	"clarke"	2905	"d"	6
"585"	"m"	"james"	"banson"	2601	"f"	1
"586"	"f"	"brielle"	"darley-bentley"	2612	"j"	6
"587"	"f"	"heather"	"molland"	2615	"f"	2
"588"	"f"	"ellie"	"kilmartin"	2607	"s"	6
"589"	"m"	"jackson"	"white"	2913	"a"	8
"590"	"f"	"abbey"	"rabe"	2617	"f"	3
"591"	"m"	"spencer"	"reid"	2618	"s"	1
"592"	"f"	"chelsea"	"benger"	2602	"s"	5
"593"	"m"	"brody"	"berresford"	2902	"g"	5
"594"	"f"	"catherine"	"blake"	2617	"d"	3
"595"	"m"	"latham"	"braunack"	2913	"a"	6
"596"	"f"	"erin"	"lowe"	2602	"h"	6
"597"	"m"	"benjamin"	"reid"	2602	"k"	1
"598"	"m"	"kyle"	"murry"	2903	"s"	2
"599"	"m"	"benjamin"	"garnett"	2604	"f"	5
